Review,Rating,One-word Review,Product ID
"Moto Edge 50 Fusion (12GB/256GB): A Sleek Everyday Powerhouse (Review)

You're spot on about the Moto Edge 50 Fusion (12GB/256GB) being a compelling choice. The 12GB RAM paired with the Snapdragon 7s Gen 2 processor is a fantastic combination, especially in this price segment. This translates to impressive performance for everyday tasks like browsing, social media, and running productivity apps. There's no lag, making it a joy to use for daily activities.
Long-Lasting Power (with a Caveat):
T...
READ MORE",5,Great product,MOBGXTYZZBUPYFEC
"Received the phone a few hours ago. I was confused with all the reviews from the experts and users especially about the updates. I have received the necessary updates and the phone is awesome. Got an amazing deal as well. So far have not experienced any issues mentioned by the influencers.

Will share more updates in a few days. Thank you",5,Excellent,MOBGXTYZZBUPYFEC
Amazing camera 🤳 📸 best quality ⭐⭐⭐⭐⭐,5,Excellent,MOBGXTYZZBUPYFEC
Like this phone awesome,4,Pretty good,MOBGXTYZZBUPYFEC
"Great phone,, without any hesitation just go for it.! Best display at this price range .! ''Lightweight'' Great Battery backup ,,0 to 100% charge in 72 minutes only.! Back camera is better👌 littlebit disappoint with selfie camera .!//////",5,Fabulous!,MOBGXTYZZBUPYFEC
Camera awesome ❤️❤️❤️❤️❤️ love it so much ❤️❤️❤️,5,Brilliant,MOBGXTYZZBUPYFEC
Excellent purchase ❣️.,5,Terrific purchase,MOBGXTYZZBUPYFEC
Next level performance all rounder phone very slim and very stylish look awesome camera and design,5,Brilliant,MOBGXTYZZBUPYFEC
"Motorola Edge 50 Fusion.
Mind-blowing camara shorts.
Camara main highlights is a potrait shorts.
👌😱👍💯🤠💯👍😱👌",5,Perfect product!,MOBGXTYZZBUPYFEC
"Camera 10/9.5
Battery 🔋 10/9
Performance 10/9.5
Speaker sound quality 10/10
Totally satisfied with Moto company growing good 👍
Overall good happy with Moto.",5,Mind-blowing purchase,MOBGXTYZZBUPYFEC
"Camera outstanding 📸 👍
Perfomence overall good 👍",5,Mind-blowing purchase,MOBGXTYZZBUPYFEC
"Reviewing after 6 days of usage.

This is killer phone at this price range. For me everything is perfect in moto edge 50 fusion.

Design looks premium, display is top notch.

I have used it for 6 days, battery's performance was very good. I am getting 1 full day with normal usage. Call quality is good. When tested jio 5g speed was around 450Mbps.

Sound quality with stereo speaker is better than asked. I feared about the heating issue but there is no much heating while using the device.

Ca...
READ MORE",5,Brilliant,MOBGXTYZZBUPYFEC
"Excellent mobile in this price segment.

But after 1 Month faced charging issue. Service center taken more than 1 week for resolving the issue.",3,Good,MOBGXTYZZBUPYFEC
Very nice phone,5,Brilliant,MOBGXTYZZBUPYFEC
"I just received yesterday and till now it is working fine, will give full review after 30 days",4,Nice product,MOBGXTYZZBUPYFEC
"What A Cellphone Good Work Moto...............!
Perfect .............
Best............
Best..
All The Best 💯",5,Simply awesome,MOBGXTYZZBUPYFEC
Awesome product at this price range...,5,Classy product,MOBGXTYZZBUPYFEC
"Phone is very good 👍👍.
Curved is little less compare to how it should be.
Overall very good..",5,Mind-blowing purchase,MOBGXTYZZBUPYFEC
Best mobile in this price range,5,Mind-blowing purchase,MOBGXTYZZBUPYFEC
"The camera is good and the macro photography is really good.But the phone display and back side is hot when working.
Charging time 1 hour takes 0-100%",4,Good quality product,MOBGXTYZZBUPYFEC
Battery could have been better.....keep it away from the heated area otherwise it gets heated easily..except this other things are quite good..Display is the most scintillating part of the phone...at this price range.. this is the best one you got..,4,Good choice,MOBGXTYZZBUPYFEC
"This Phone is the best in the price range, It is as I expected but I have seen a disadvantage till now is that you have to avoid using a uv protector glass (specially glue while installing uv protector) with this phone. Because most of the time it damages the sensors or speakers. And the company also doesn't accept damage caused by using a uv protector glass.",4,Good quality product,MOBGXTYZZBUPYFEC
Good value for money 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,5,Highly recommended,MOBGXTYZZBUPYFEC
"Nice mobile, but no gallery. case is slippery. Rest everything is good. Premium look in hand.",4,Very Good,MOBGXTYZZBUPYFEC
All good with phone but don't trust flipkart offers.,5,Excellent,MOBGXTYZZBUPYFEC
"This is a very good phone, Camera quality is very good. Display is very elegant , battery goes from 0 to 100 in 65 minute approx, lite heat issue in mob while charging, overall it's very fantastic product.",5,Terrific,MOBGXTYZZBUPYFEC
"Premium and a classy product. Awesome camera clarity, good battery life and very smooth performance with a clean ui. GOAT",5,Terrific purchase,MOBGXTYZZBUPYFEC
Product is very good just go for it without any hesitation but the delivery is to much late I get this phone after 13 days of order.,5,Excellent,MOBGXTYZZBUPYFEC
Using this phone for 3 to 4 days...Camera is good but the design performance is great enough...good phone in this price range...,5,Classy product,MOBGXTYZZBUPYFEC
Best produce from Motorola specially the display and the camera quality ❤️.,5,Classy product,MOBGXTYZZBUPYFEC
First time uses Moto smartphones. Go for it without any hesitation. Every thing is up to mark in this price segment. Just ignore negative comments.,5,Awesome,MOBGXTYZZBUPYFEC
Nice display and nice performance but the mobile is heating while charging but phone is orsm,5,Terrific,MOBGXTYZZBUPYFEC
"I have liked this phone very much. It is very thin and very light too but what I liked the most is its girly hot pink look and its back leather finish.
I took some pictures with its camera, which were a bit saturated but overall the pictures were quite good. Its video quality is the same but its OIS is much better than other phones.
Talking about battery backup, after charging I used it throughout the day and it lasted for 8 hours.
In the end I would say that its pink variant is very suitable...
READ MORE",4,Really Nice,MOBGXTYZZBUPYFEC
Motorola edge 50 fusion is best mobile in this segment. This is a fully balanced mobile. But It is heating at this time because of summer season. I hope Motorola will fix it immediately.Camera is outstanding. Display is super smooth. Sound quality is super. Battery and performance is also good. Design is impressive to show anyone.,5,Awesome,MOBGXTYZZBUPYFEC
Best smart phone under 25k,4,Delightful,MOBGXTYZZBUPYFEC
"Overall Good Product
Slightly heating issue
In camera segment it is fantastic 😊
Performance is ok , but day to day life task will have no issue.
Design is 5/5
No HDR support please fix it.
IP68 not tested but I suggest don't take risk .
Display is has no issue , pOLED will deliver what u want.
Overall Good Product.
Satisfied..
.
.
.
.",4,Worth the money,MOBGXTYZZBUPYFEC
"The camera is very good, the Battery is also Good, the charging is fast, a very good phone, value for the money, the best in this segment, but slippery, carry and use very carefully.",5,Terrific,MOBGXTYZZBUPYFEC
"Absolutely good mobile. I am not a hard core gamer, so I didn't tested the performance but apart from the gaming all others performance are good.
Camera good. Battery 1 days. Display impressive. Sound mind blowing. Fit and finish good. If you are switching flat display to curved display, initially you may feel uncomfortable but later you will be used to it. One more thing few people complaining about heating issue, I don't feel it. Normal heating is there not much.
You can consider this phon...
READ MORE",5,Just wow!,MOBGXTYZZBUPYFEC
"Good package,by analysing current smart phones, good camera,good Ui ,nice design
Some pics I uploaded.",5,Must buy!,MOBGXTYZZBUPYFEC
Just Wow😍,5,Fabulous!,MOBGXTYZZBUPYFEC
Got it yesterday. So far so good.,4,Worth the money,MOBGXTYZZBUPYFEC
"Fantastic product in this price range .
Basically u can get flagship and clean software experience .The performance is not up to that mark like flagship but u don't feel any problem in day to day usage .
Based on my experience
CAMERA-4.5/5
It boost the colors a bit but it does not ruin your pictures.
BATTERY-5/5
I got 7 to 8 hrs of SOT in my heavy usage .Although u can get up to 1.5 to 2 day of Battery backup in moderate usage. U get a 68w char...
READ MORE",5,Must buy!,MOBGXTYZZBUPYFEC
"If anyone is looking for a review of this phone, then he/she can read this post..... or I recommend you'll to watch YouTube reviews for better understanding🫠

Pros :
1. The Motorola Edge 50 Fusion offers a premium design with a glass front, vegan leather back, and IP68 rating.
2. The 6.7-inch pOLED display delivers vibrant colors and a smooth 144Hz refresh rate, protected by Gorilla Glass 5.
3. Powered by the Snapdragon 7s Gen 2 chipset and running Android 14, the phone provides smooth perfo...
READ MORE",5,Mind-blowing purchase,MOBGXTYZZBUPYFEC
"It's a nicely designed phone for day to day use.
Good display and camera, decent performance without any lag. Not much heating except while charging it gets little wamer.",4,Value-for-money,MOBGXTYZZBUPYFEC
"The phone looks good and operates smoothly. The OS is clean Android, the camera is good, and the battery life is strong. However, this is the second Motorola phone I've had, and I'm deducting two stars due to a persistent mic issue. On both phones, my voice gets distorted during calls. I've checked this in different locations, so it's not a signal issue; it's definitely a problem with the mic. Motorola should address this issue.",3,Just okay,MOBGXTYZZBUPYFEC
"Overall experience is very nice
I'm using it last 3 months",5,Brilliant,MOBGXTYZZBUPYFEC
"Great phone! Nicely priced.
The screen is top notch for this price and the looks...🔥🔥❤️
I am in love with the lightweight body and the narrow width of the phone.

Overall, a complete package.✌️",5,Great product,MOBGXTYZZBUPYFEC
Just amazing 🤠✌️,5,Terrific,MOBGXTYZZBUPYFEC
"Beautyful display and camera best segment in under25000,👌",4,Value-for-money,MOBGXTYZZBUPYFEC
Writing review after one day usage. I feel Motorola has done very good job on this phone. Touch is very responsive. Display is awesome. Speaker is loud and clear. Charging is very very fast. Overall I found phone is very good. I was bit sceptical earlier to purchase as I read some reviews on heating issues. But I have not observed any heating issue. So overall I found it as a great phone and value for money.,5,Worth every penny,MOBGXTYZZBUPYFEC
"Camera: really moto has given the best camera for this model👌✌️
Display : stunning curved edged display with the good brightness 🤗
Battery : it is really good with this specification
Performance : nailed it with this price!
Over all : necessary buying product for this price ranges 👌moto wat a come back with your all brand new models.. Great 👌🥂",5,Terrific,MOBGXTYZZBUPYFEC
"Good camera. Light weight. Screen is good.
Overheating issue observed in 2 days while charging!! A BIG PROBLEM!",3,Just okay,MOBGXTYZZBUPYFEC
"value for money ..It has some unique features such as Camera Horizon Lock ,Moto Gesture etc. It supports Hi-Res Audio ,Dolby Atmos, The pOled display is awesome ... The camera quality is very Good .",5,Simply awesome,MOBGXTYZZBUPYFEC
"12+4Gb boost ram, 256GB
Performance 7/10
Battery 8/10
Display 9/10
Design 9/10
Camera 9/10
SPEAKERS 7/10
Heating:- Heats during charging and Gaming (BGMI), minor heating but there is no issue of overheating
Camera Shutter speed is low
Takes little time for processing images after clicking the photos but it gives great photos and videos
Awesome stabilization for videos
BATTERY DRAINS DURING GAMING
Great Phone for daily usage under this price segment
Battery gives 8hrs of usage
Charging...
READ MORE",5,Just wow!,MOBGXTYZZBUPYFEC
Quick share is not working in these phone. Some apps shows not responding. Some times it stucks doesn't open i have to do force switch off to open it,3,Fair,MOBGXTYZZBUPYFEC
Excellent mobile,5,Awesome,MOBGXTYZZBUPYFEC
"LOVE THIS PHONE 🥰🥰🥰😍💜
BATTERY IS GOOD BUT NEED SIGNIFICANT IMPROVEMENTS
PERFORMANCE BASE AWESOME 12GB VARIENT
NO COMMENT FOR DISPAY QUALITY,THAT UNBELIEVABLE 😚😚
ALL ROUNDER PHONE AT THIS PRICE SEGMENT
WEIGHTLES SLIM /SLEEKY DESIGN
YOU DEFINITELY LOVE THIS MOTOROLA 😍 💜
NEVER REGRET 😉
But my power button little bit loose",4,Value-for-money,MOBGXTYZZBUPYFEC
"Good product by Motorola. Only one negative point is that battery drains fastly. Major positives-
No bloatwares and unnecessary apps like other companies have.
Thin and light weight although it have 5000 mah battery.
Water and dust proof.
Immersive poled display.
fast and responsive processor.
Beautiful curved and bezel less display.
width is less so easy to grip.
Great camera quality with extra punchiness makes pics more attractive.
Moto's personalised UI is easy to operate and comes wi...
READ MORE",5,Super!,MOBGXTYZZBUPYFEC
"Moto has literally it this time with Edge 50 Fusion.

Build Quality and Design - Simplistically ergonomic.
Display - The best curved OLED display in this segment hands-down and it makes it very easy to hold the phone.
Battery - Astounding battery backup even being used continuously on 5G network and/or WiFi. SOT of 6 hours.
Cameras - Brand is listening to us. Both the cameras capture amazing social media ready images.
Multimedia - Dolby Atmos makes a big difference. It enhances this phone's c...
READ MORE",4,Good quality product,MOBGXTYZZBUPYFEC
"Camera is OK.
Phone is good looking and good performance.",4,Delightful,MOBGXTYZZBUPYFEC
"Moved from iPhone 12 to this device because I was bored of using Apple. Did not expect much but the phone is pretty decent. The battery will easily last you for a day and even if it doesn't you can use the fast charger to charge your phone quickly. The display is excellent however I am finding it a little difficult to find a tempered glass because of the curve screen.

Good thing is that there is very little bloatware and you can disable that so you will not get any unnecessary notifications...
READ MORE",5,Excellent,MOBGXTYZZBUPYFEC
"After using 15 days my truly feedback
(1)Look and design 5/5
(2)Camera performance excellent like 21k to 25k rupees given excellent performance 4.5/5
(3)Battery performance is best 4/5 No hitting issue only highly Temperature like 44 to 46 degree Celsius hiting normal device otherwise not hiting issue...
(4) Display given best quality 4/5
(5) Sound quality is not best but normal not handle bass sound better performance 3.5/5
(6) Charging time 50 to 58 minutes fully charged 4.1/5
Charging giv...
READ MORE",5,Super!,MOBGXTYZZBUPYFEC
Nice 🙂 Flipkart thank youyou,5,Classy product,MOBGXTYZZBUPYFEC
"Camera quality decent
Overall good",4,Very Good,MOBGXTYZZBUPYFEC
Very nice,5,Awesome,MOBGXTYZZBUPYFEC
"If u want a light handy and best camera phone here it is..
Camera is much better in this segment phone..
Battery is good but not enough to long time but thanks to 68 watt charger which charges phone very rapidly..
Display is good but take care of edges..
Design is very compact and nice..
Performance is better in this price segment..
One more thing..
Sound with Dolby Atmos is very unique and good 👍
If u want click some nice photos I think it's best to start..",5,Highly recommended,MOBGXTYZZBUPYFEC
"Best performance in motorola device
Good looks my mobile phone camera 101% best
AI features
Battery performance best
Sound quality best
Display quality is the best quality",5,Excellent,MOBGXTYZZBUPYFEC
"Delivered in time
Beautiful looking phone
Very much satisfied with the mobile",5,Just wow!,MOBGXTYZZBUPYFEC
"The photo is a sample , turned on all post processing.
The phone seems like a complete package.
Very good display, a bit taller. You won't get video of that aspect ratio most the time so can't utilise that much screen when playing video. But it make it more useful in daily task like when typing you will get more screen area for the apps.

Sound is good. Not rating very good. But works fine for the budget.
Camera is nice. ( I do have iPhone 13), the photo after post processing is better ...
READ MORE",5,Best in the market!,MOBGXTYZZBUPYFEC
It's best display,5,Excellent,MOBGXTYZZBUPYFEC
Super 😍,5,Perfect product!,MOBGXTYZZBUPYFEC
"The product is excellent Moto is ruling the market but I hate one thing about Flipkart is that I ordered the phone on 19 June but they have delivered me on 28 June basically a week of time plus I upgraded my membership in between to VIP so that I could get a delivery fast but it didn't effect anything so except for that everything in the phone is superb it's value for money and the people who are trying to buy Moto edge 50 fusion especially in red colour I could say it's a popping colour and...
READ MORE",5,Must buy!,MOBGXTYZZBUPYFEC
Excellent 😊👍,5,Worth every penny,MOBGXTYZZBUPYFEC
"The phone works very well, however battery consumption is somewhat faster as compared to other 5G phones. Camera performance is good. Heating is very less. Touch sometimes hangs, however immediately gets resolved once you close a particular screen or application. 5G works really well. Overall happy with this price range.",4,Wonderful,MOBGXTYZZBUPYFEC
"So slim and light weight product with high quality screen with 1600nits and configurarion of mobile is above par,working tremendously well as you can't get the whole package product in this price range that i can guarantee you..

Motorola is always amused with his mobile phones, I don't understand why it is so underrated in the Indian market.

Buy for sure everyone loves it.",5,Just wow!,MOBGXTYZZBUPYFEC
"Best phone
1- awesome design
2- camera at its best , Sony is always the best check the samples
3- performance is decent

Note -
Software could have been better, lot of missing features like

1- photo gallery
2- switching sim1 to sim 2
3- no dedicated toggle to switch in silent, vibration, ringing mode

Please come with software updates as promised",5,Terrific purchase,MOBGXTYZZBUPYFEC
"Good phone, very nice for office use or any normal use, very light weight",5,Terrific purchase,MOBGXTYZZBUPYFEC
Superb cam👍,5,Perfect product!,MOBGXTYZZBUPYFEC
"Product good, but worrest delivery service",4,Good quality product,MOBGXTYZZBUPYFEC
"Great mobile at this price range.
Display is awesome to view multimedia, especially curved display is amazing to use.
Camera quality is good in low light also.
Battery will lasts a day for normal users.
No heating issue.
Full charge will be done in 45 minutes.
Great UI to use

No cons in this mobile .

These are the things I noticed in this phone after 5 days of usage.",5,Wonderful,MOBGXTYZZBUPYFEC
"Battery backup is not upto the mark, facing network connectivity issues also.",3,Fair,MOBGXTYZZBUPYFEC
It's a total beast 😍 totally loved it alhamdulillah. Best decision to buy this . I was confused before but I made a right decision glad to have in my hands feels premium.,5,Super!,MOBGXTYZZBUPYFEC
"Awesome Product,
Powerful Battery 🔋
NvS Ji",5,Super!,MOBGXTYZZBUPYFEC
"I bought this Mobile on 26 th may .Mobile is awesome ,but last 2 days mobile getting hang during scrolling time.",4,Really Nice,MOBGXTYZZBUPYFEC
"few things i have noticed..
1. when first time opened the phone.. initial level it heats for 10-15 min.. post that after 3 days never faced this issue
2. Camera quality is awesome and voth front and back awesome
but when u zoom upto 6-10 x then picture started moving its not stable .
dont know what is the issue here.. need to fix this in updates.
over all design and build quality is superb.. sound also",3,Nice product,MOBGXTYZZBUPYFEC
"Camera
Sharpness is good. Picture quality is good. the dynamic range could be better though i think it is just a software problem otherwise the camera sensor is good.

Battery
it is good, even after an entire day of usage in mixed usages it is left with 20% of the charge left.
the charging speed is very very good.
the standby on the other hand can be improved. again thats a software feature and could be enhanced by a software update.

Display
it is strikingly good at this price. colors are ac...
READ MORE",5,Best in the market!,MOBGXTYZZBUPYFEC
"Thanks Moto for good product and great future
1. Camera quality is best
2. This Moto mobile is best
3. Display quality is best
4. Battery quality is best
5. All quality is very good
6. There is minor dent in USB side.
But mobile quality is good 👍👍👍",5,Awesome,MOBGXTYZZBUPYFEC
"If you are thinking about to buy a phone under 30K you can go for Motorola edge 50 fusion. And I think this is the only best phone under 30K, after 10 days of usage good performance and attraction with its unique design, Curved display, camera, Battery is good , but some regular application is missing and overall good👍

1. Camera 5/5
2. Battery 4/5
3. Display 5/5
4. Design 4/5
5. Performance 4/5
6. Storage 5/5",5,Simply awesome,MOBGXTYZZBUPYFEC
Very good camera quality,4,Nice product,MOBGXTYZZBUPYFEC
"Slight heating issue is there
Apart from that amazing product..
Very good quality camera,",4,Really Nice,MOBGXTYZZBUPYFEC
"I bought this Mobile on 26 th may .Mobile is awesome ,but last 2 days mobile getting hang during scrolling time.",4,Really Nice,MOBGXTYZZBUPYFEC
I have a today received device 12gb device is a best performance super but delivery partner experience very bad 😔,5,Super!,MOBGXTYZZBUPYFEC
"If you are thinking about to buy a phone under 30K you can go for Motorola edge 50 fusion. And I think this is the only best phone under 30K, after 10 days of usage good performance and attraction with its unique design, Curved display, camera, Battery is good , but some regular application is missing and overall good👍

1. Camera 5/5
2. Battery 4/5
3. Display 5/5
4. Design 4/5
5. Performance 4/5
6. Storage 5/5",5,Simply awesome,MOBGXTYZZBUPYFEC
Camera is Ultimate 🔥,5,Brilliant,MOBGXTYZZBUPYFEC
"Moto increases the quality of mobiles
Good
But also moto require to decrease its price
Otherwise all ok",4,Value-for-money,MOBGXTYZZBUPYFEC
"Everything is amazing. Cameras, design, looks, feel, UX everything is great. The battery is lil avg due to such a bright and beautiful display.",4,Very Good,MOBGXTYZZBUPYFEC
Very nice phone,5,Brilliant,MOBGXTYZZBUPYFEC
"Camera is OK.
Phone is good looking and good performance.",4,Delightful,MOBGXTYZZBUPYFEC
Good and best mobile under 25K!!!!,4,Pretty good,MOBGXTYZZBUPYFEC
Phone looking so pretty but battery 🔋 performance very poor,5,Worth every penny,MOBGXTYZZBUPYFEC
"Excellent phone, only few software update need load. Everything is great",4,Nice product,MOBGXTYZZBUPYFEC
"Handling very comfortable easy, camera quality good 👍",5,Terrific,MOBGXTYZZBUPYFEC
"Camera 📸💯
Display 💯
Waterproof 💦
Quality 💪🏻
Must buy 💯",5,Best in the market!,MOBGXTYZZBUPYFEC
"Display 5⭐
Battery 4⭐
Design 5⭐
Performance 5⭐
Camera 5⭐
Charging speed 3⭐
Ip 68 5⭐
Best value for money mobile",5,Awesome,MOBGXTYZZBUPYFEC
Very good product for this amount,4,Nice product,MOBGXTYZZBUPYFEC
Excellent 😊👍,5,Worth every penny,MOBGXTYZZBUPYFEC
"Great phone! Nicely priced.
The screen is top notch for this price and the looks...🔥🔥❤️
I am in love with the lightweight body and the narrow width of the phone.

Overall, a complete package.✌️",5,Great product,MOBGXTYZZBUPYFEC
"Considering the price this product is absolutely mind blowing 😀.
New camera sensor is capable of taking really good shots.
Performance wise hello ui is very ossm . You never feel this phone has 7s gen 2. Fluid animations smooth ui.
Display is just😍. 144 hz is buttery smooth and colors are bright and vivid. Seeing content is very pleasing and touch response is great allover display and no mistouch issue on curved sides.
Battery+ charging combo is excellent . Battery life is very good and so ...
READ MORE",5,Fabulous!,MOBGXTYZZBUPYFEC
"The Motorola Edge 50 Fusion is a sleek and premium-looking phone that feels great in hand. The edge-to-edge display is stunning, providing a truly immersive viewing experience. The phone boasts impressive features like a good processor, ample storage, and a versatile camera system. However, some users have reported that the battery drains quickly, which can be a downside for heavy users. Overall, the Motorola Edge 50 Fusion is a solid choice for those looking for a stylish and feature-packed ...
READ MORE",4,Wonderful and good to buy,MOBGXTYZZBUPYFEC
"Totally Impressed by the Camera, design,display,battery.....love it.",5,Terrific,MOBGXTYZZBUPYFEC
Very good product and value for money.,5,Simply awesome,MOBGXTYZZBUPYFEC
V good,5,Wonderful,MOBGXTYZZBUPYFEC
Blindly go for it if you are not a gamer. It gives you a hassle-free experience on day to day usage.,5,Worth every penny,MOBGXTYZZBUPYFEC
Motorola best mobile's,5,Just wow!,MOBGXTYZZBUPYFEC
This mobile phone is really amazing but only 1 less thing is esim support and nothing else overall its really worth money.,5,Super!,MOBGXTYZZBUPYFEC
Clean UI. Nice camera.Reasonable battery and performance.,5,Excellent,MOBGXTYZZBUPYFEC
25k under best phone,5,Terrific purchase,MOBGXTYZZBUPYFEC
Worth,5,Best in the market!,MOBGXTYZZBUPYFEC
Great performance,5,Worth every penny,MOBGXTYZZBUPYFEC
Good photography in nature light .,5,Classy product,MOBGXTYZZBUPYFEC
Nice phone.. smooth touch,4,Pretty good,MOBGXTYZZBUPYFEC
Worth varma .. good mobile,5,Highly recommended,MOBGXTYZZBUPYFEC
Satisfied,4,Really Nice,MOBGXTYZZBUPYFEC
Very beautiful and very light weight very nice look nice bty backup all side perfect and very well mobile,5,Just wow!,MOBGXTYZZBUPYFEC
"Excellent phone
Long last battry
Superb .",4,Wonderful,MOBGXTYZZBUPYFEC
It's a very good phone... excellent performance the beast phone... Don't Miss it and thank u Flipkart.,5,Awesome,MOBGXTYZZBUPYFEC
"So slim and light weight product with high quality screen with 1600nits and configurarion of mobile is above par,working tremendously well as you can't get the whole package product in this price range that i can guarantee you..

Motorola is always amused with his mobile phones, I don't understand why it is so underrated in the Indian market.

Buy for sure everyone loves it.",5,Just wow!,MOBGXTYZZBUPYFEC
"Camera is best
Design is best
Performance is best
Battery is best
Price is best",5,Terrific purchase,MOBGXTYZZBUPYFEC
Just amazing 🤠✌️,5,Terrific,MOBGXTYZZBUPYFEC
"Product is very satisfying

And good person",4,Good quality product,MOBGXTYZZBUPYFEC
Good,4,Really Nice,MOBGXTYZZBUPYFEC
"Beautyful display and camera best segment in under25000,👌",4,Value-for-money,MOBGXTYZZBUPYFEC
Phone was good. But don't have direct silent icon or vibration option . Need to go settings and change. Battery was not bad. Charger is getting heat . Overall it was good 😊,4,Good choice,MOBGXTYZZBUPYFEC
Good,5,Highly recommended,MOBGXTYZZBUPYFEC
Loved the design and camera is too awesome. Performance is also very good.,5,Awesome,MOBGXTYZZBUPYFEC
Super mobile fast working no laga good working,5,Worth every penny,MOBGXTYZZBUPYFEC
After a day of use I love this phone's awesome camera..over all very decent product for daily use I am not a gamer for normal use It's too good .. moto can work on battery and charger.. no heating issue.. at this price it's best..,4,Very Good,MOBGXTYZZBUPYFEC
"Camera 4/5
Battery 4/5
Performance 5/5
Display 5/5
Better one in the segment",5,Excellent,MOBGXTYZZBUPYFEC
"Good phone, very nice for office use or any normal use, very light weight",5,Terrific purchase,MOBGXTYZZBUPYFEC
"Battery backup very good
Camera good
Design good
Display very good
Soud. Very good
Performance very good",5,Best in the market!,MOBGXTYZZBUPYFEC
"Yes Moto good mobile... No doubt bro
But service centres is not available...
Only online service",4,Nice product,MOBGXTYZZBUPYFEC
Superb cam👍,5,Perfect product!,MOBGXTYZZBUPYFEC
"Moto has literally it this time with Edge 50 Fusion.

Build Quality and Design - Simplistically ergonomic.
Display - The best curved OLED display in this segment hands-down and it makes it very easy to hold the phone.
Battery - Astounding battery backup even being used continuously on 5G network and/or WiFi. SOT of 6 hours.
Cameras - Brand is listening to us. Both the cameras capture amazing social media ready images.
Multimedia - Dolby Atmos makes a big difference. It enhances this phone's c...
READ MORE",4,Good quality product,MOBGXTYZZBUPYFEC
Best phone in under 24k,5,Just wow!,MOBGXTYZZBUPYFEC
Good product,5,Perfect product!,MOBGXTYZZBUPYFEC
Good value for money 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,5,Highly recommended,MOBGXTYZZBUPYFEC
Awesome budget camera phone,5,Super!,MOBGXTYZZBUPYFEC
Good to go... thank you Flipkart..,5,Super!,MOBGXTYZZBUPYFEC
"Overall Good Product
Slightly heating issue
In camera segment it is fantastic 😊
Performance is ok , but day to day life task will have no issue.
Design is 5/5
No HDR support please fix it.
IP68 not tested but I suggest don't take risk .
Display is has no issue , pOLED will deliver what u want.
Overall Good Product.
Satisfied..
.
.
.
.",4,Worth the money,MOBGXTYZZBUPYFEC
"Value for money
Really like it
⭐⭐⭐⭐⭐",5,Perfect product!,MOBGXTYZZBUPYFEC
Exllent product,5,Super!,MOBGXTYZZBUPYFEC
Battery backup is very low.. not good..,2,Not good,MOBGXTYZZBUPYFEC
"Phone good but flipkart seller take a long time in shipping, this is disappointed me",2,Slightly disappointed,MOBGXTYZZBUPYFEC
"Best value for money🤩😍, trust me you can go for it without any hesitation... Nowadays Motorola doing Far Better than Samsung and other brands in this segment and also in security...

Camera:- 5/5
Performance:- 5/5
Design:- 5/5
Battery:- 5/5
Display:- 5/5

I am telling you in one word,this phone in this price range is killer,like Motorola providing NFC,IP68 Rating, 144hz refresh rate and much more things in security....so you can go for it..🤩🤩",5,Simply awesome,MOBGXTYZZBUPYFEC
Phone is good 👍,3,Good,MOBGXTYZZBUPYFEC
Very good mobile,5,Brilliant,MOBGXTYZZBUPYFEC
Best mobile but hiting problem,5,Excellent,MOBGXTYZZBUPYFEC
Very nice and good,5,Excellent,MOBGXTYZZBUPYFEC
Nice phone 👌🏻🤗,5,Great product,MOBGXTYZZBUPYFEC
Good quality,5,Fabulous!,MOBGXTYZZBUPYFEC
Great mobile..go with it...it's my true openion,5,Best in the market!,MOBGXTYZZBUPYFEC
