Review,Rating,One-word Review,Product ID
Best All rounder at this price range. Dimensity 8300 ultra is equal to 8 gen 2. Under 25k best option. Don't think go for it if you want to experience fast and long run device..,5,Great product,MOBGWMGBEVDXXEZC
"Over all good and decent phone











👍",5,Super!,MOBGWMGBEVDXXEZC
"Review after 10 days of usage.

Coming from Redmi K20 pro , I was expecting a huge jump in performance, camera and display.
But I would say , this is a pretty mediocre smartphone.

Performance wise ,Yes . Meets your expectations. Apps open and function very quickly.


Cameras are surprisingly good. Main 64 MP camera is good. 8 MP ultra wide and 2 MP macros performance felt meh!

Display is good. Especially the Bezels are very small and gives a very premium feel.

Battery performance is averag...
READ MORE",3,Good,MOBGWMGBEVDXXEZC
"I am posting this review after using this phone for 1 month this phone has a lot of pros but some cons too-
Pros
1) processor
1.4million antutu score which is a lot and you can do gaming on it on 90fps easily which is good for a phone and I have have played heavy games on it for eg call of duty warzone and genshin impact and I didn't found any major lags
2) The Display
It's 1.5 k amoled display which is good not going to lie but the tag 1.5k resolution screen was not necessary because ther...
READ MORE",4,Nice product,MOBGWMGBEVDXXEZC
Good 😊,4,Nice product,MOBGWMGBEVDXXEZC
"I took this phone in Flipkart on first day of sale.
Pros-
Performance -10/10
display - 9.5/10
Battery -8.0/10
Build quality -9/10
Disign -8.5/10
Cons-
camera 07/10 average",4,Nice product,MOBGWMGBEVDXXEZC
"𝙉𝙚𝙜𝙖𝙩𝙞𝙫𝙚𝙨
This is not a camera centric phone... For camera go for other device... 🙂Camera won't satisfy you. But the performance and display will 😁
Daylight photos are 4/5 but in low light 1/5 can't capture good or detailed photos, it takes blurry photos 🥲
𝙋𝙤𝙨𝙞𝙩𝙞𝙫𝙚𝙨
Video quality is 5/5 good 😊
No doubt in performance 😍⚡Soo smooth performance😍 in love with it ❤",5,Fabulous!,MOBGWMGBEVDXXEZC
"Flagship Killer
The handset is Ultra Fast
Camera and The shutter Speed is pretty Good n Fast
Initially the battery drained fast , but after an update battery backup is quite good",5,Mind-blowing purchase,MOBGWMGBEVDXXEZC
"Fantastic phone, awesome performance and photo quality.",5,Super!,MOBGWMGBEVDXXEZC
This mobile is good for playing games and watching videos,5,Wonderful,MOBGWMGBEVDXXEZC
Display is very good. Battery backup average. Camera descent. Performance excellent,5,Awesome,MOBGWMGBEVDXXEZC
in this budget excellent phone😍,5,Terrific purchase,MOBGWMGBEVDXXEZC
"It's performance centric phone (bgmi smooth 90fps is superr nice loved it)weight adjustment is nice, camera is also fine for me as I don't have much camera use, battery is ok not excellent if you need it for gaming go for it .
Performance 5/5
Display 4/5
Battery 4/5
Camera 4/5
Design 5/5 (yellow one)
Data transfer is super fast and storage capacity justifies the price

Overall 4/5

Edit After 6 months--
Very poor
Dust entered in the primary camera lense
Battery drain is too high,,have to ch...
READ MORE",2,Bad quality,MOBGWMGBEVDXXEZC
Battery is not up to the mark at this price range display could be much better,3,Just okay,MOBGWMGBEVDXXEZC
"In 7 days of usage I can say(for me)
I didn't face any heating issue after 3 days of usage (without any system update) charge was discharging quickly(100 to 0 in 5hrs in normal usage). Antutu and other benchmark was also giving hight score. Performance was a beast 💪. But ui was a little bit laggy.

But after system update I felt reduced in performance.
It's getting hot after gaming and also reduce score in antutu, 3d mark. But ui is okey now I guess.",3,Good,MOBGWMGBEVDXXEZC
"I played BGMI and it's smooth the 90fps is cherry on the cake... Gameplay is far better than normal 60fps.
Camera a bit of let down but can be improved through updates. And battery drains... Have to charge minimum two times in a day if you're a heavy gamer.
Haptic feed back is good.
This is a performance focused phone so if you're camera person then this one is not for you. But if you're a gamer then hop unto this beast. You won't regret it at all.",5,Mind-blowing purchase,MOBGWMGBEVDXXEZC
"I have been using the phone past 3 days, I can tell you, it's a very good phone. Just that you need to disable all the unwanted apps and settings, you get a clean experience.I am able to get full day of battery life with moderate usage and around 20-30% still left. Camera performs great in good lighting conditions but struggles in night or indoor conditions with poor lighting. Performance is great, phone feels really smooth while navigating. Overall a great phone. Go for it if you are not cam...
READ MORE",5,Terrific,MOBGWMGBEVDXXEZC
"Using since yesterday and already phone got crashed.
Screen quality is good.
Many features are not present due to hyperOS for customization.
Good thing is that you got the xiaomi dialer. Bugs are still there",3,Does the job,MOBGWMGBEVDXXEZC
"If you are a camera enthusiast don't purchase. If you need a snappy performance phone with decent battery backup, good display and speakers to enhance your multimedia experience please go for it. Needs to debloat before you start using it. No complaints, so far so good. Need to check how it flares on a longer run.",4,Delightful,MOBGWMGBEVDXXEZC
"It's best budget phone in the segment👍🏻I like it
But I am facing some heating issue which can be resolve soon..!!! Allover camera is so good. Display is 5/5 battery is also 4/5 it support 90fps in PUBG with extreme+ setting.",4,Decent product,MOBGWMGBEVDXXEZC
Camera and battery 👎,4,Good choice,MOBGWMGBEVDXXEZC
"Camera- day time(3.5/5), night time(3/5)
Performance- 5/5
Battery life- 4/5
UI- 4/5
Charging- 5/5
Working without any issues.
The camera is average.",4,Value-for-money,MOBGWMGBEVDXXEZC
"Hello everyone
This is my review after using this beast
Yes this is really a beast performer it can handle all the multitasking very smoothly
A good looking phone and hands friendly
It's light weight and a featurfull device fast charging makes it a more loving device.
But I must tell you that it's not a fullday single charge phone you should carry the charger if you really want to enjoy its performance and one more thing which is really disappointing don't use it as a primary camera phone...
READ MORE",4,Value-for-money,MOBGWMGBEVDXXEZC
"My review after usage of more then 2 weeks
Battery - if you are a heavy user you need to charge at least 2 times a day for moderate user it is good for a day.
Performance - no major heating issue i faced while 1 1/2 hour of gaming i play bgmi every day almost 3 hours 1.5 hours at day time and rest at night and no major lag or heating issue i face . ( Some frame drops at 90 fps)

Design - yellow one i bought is eye pleasing.

Display - really smooth and colour are good quality was fabulous....
READ MORE",4,Wonderful,MOBGWMGBEVDXXEZC
"amazing product ...
battery drain is quite a problem .. but yea its a great powerfull performance beast",4,Really Nice,MOBGWMGBEVDXXEZC
Display is excellent and if u are looking for a performance device u can go for it. camera is not good but it is decent photography,4,Good choice,MOBGWMGBEVDXXEZC
"battery draining biggest problem in this mobile.
Battery is draining during normal usage. And also
In this mobile hitting problem without playing the game.",2,Expected a better product,MOBGWMGBEVDXXEZC
"I am using this phone for 12 days. Honestly i share some comments. Battery was very fastly discharged, normal use but heavy heating. Camera is very bad. AI automatically put some shadows. Over all this amount i am not satisfied. Plz update heating issues .",2,Moderate,MOBGWMGBEVDXXEZC
This phone is really exceptional.. I bought it for 21k and really no phone is even close to its segment. I don't know why people are complaining about battery and camera. It's really good and last it doesn't overheats ...,5,Great product,MOBGWMGBEVDXXEZC
Budget gaming phone 😵,5,Great product,MOBGWMGBEVDXXEZC
Awesome,5,Terrific purchase,MOBGWMGBEVDXXEZC
Best performance 😄 in this price segment. This beat iphone level performance 🔥,5,Just wow!,MOBGWMGBEVDXXEZC
"Suppbb phone👌🩷
Perfect gaming for device👍
Camera decent 🤏
Multimedia 👌",5,Fabulous!,MOBGWMGBEVDXXEZC
"Dimensity 8300 processor performance super👌👌💞
Display is good💞💞
Camera quality not better😌😌
Best gaming phone❤️❤️💪💪💪",5,Brilliant,MOBGWMGBEVDXXEZC
"I was using an Iqoo 9 se phone, and sadly fell prey for overhype. The camera is way too bad there is no detailing at all, color looks dull and saturated. The display is not better than my earlier Iqoo 9 se. Again wait for Iqoo Neo 9 rather than buying this.",3,Just okay,MOBGWMGBEVDXXEZC
This is good phone if you love performance not camera,4,Really Nice,MOBGWMGBEVDXXEZC
Every thing is Excellent but battery drain is a problem but... Poco should fix it with update.,4,Value-for-money,MOBGWMGBEVDXXEZC
"SEGMENT BEAT PHONE ❤
Camera-4/5
Battery-3. 5/5
Display-5/5
Performance-4.5/5",4,Wonderful,MOBGWMGBEVDXXEZC
Everything is good about this phone expect the battery🔋 it drains a lot.. But i can understand.. It's because of 8bit Fhd++ display.. Also high refresh rate.. Battery drain is very much but also it has 67w charger which is good... Which charges it from 0 to 100 in 45-50min..overall good experience.. Performance is top notch... Camera is decent.. Display is top notch...,4,Value-for-money,MOBGWMGBEVDXXEZC
I'm using this mobile from last 20 days only one complain is hear that's battery drain fast and heating issue otherwise this mobile is beast under 25k please solve this problem with software updates,4,Fair,MOBGWMGBEVDXXEZC
"Got this phone a week ago. Do this what I experienced:
1. Battery. Well its worst. 16% per hour that's the battery back-up I'm getting.
2. Display. Its gorgeous you will enjoy any kind of content. Its really amazing specially HDR contents.
3. Camera. Considering the price its actually good. Many people says its bad actually its not bad its decent. Install GCam it will improve the overall quality and if you want to use RAW you have to use GCam cause stock cam don't have RAW support. Front came...
READ MORE",4,Very Good,MOBGWMGBEVDXXEZC
"Nice performance,only best for gamming",4,Really Nice,MOBGWMGBEVDXXEZC
If you want performance go for it and with latest update battery optimisation improve,4,Wonderful,MOBGWMGBEVDXXEZC
"Everything is good except the battery, which is the worst in this phone. Think twice for the battery when you are going to look for this mobile.",4,Worth the money,MOBGWMGBEVDXXEZC
"We Love but over heating issue. And we want update. Battery 🔋 so drain fast
. But a very good phone",4,Worth the money,MOBGWMGBEVDXXEZC
"Improve camera quality. Whether 64 or 48 or 32 mp camera that doesn't matter if it's not having good result. At least we can expect the better edge detection and natural picture with clarity on this price range. I am also using m2 pro having 5 mp macro camera having good quality. Instead of improvement it is degraded to 2 mp just for name sake having very poor quality images. . I like the poco from all other details like performance, network, gaming, call quality battery etc. Still I find the...
READ MORE",4,Value-for-money,MOBGWMGBEVDXXEZC
Cool,4,Nice product,MOBGWMGBEVDXXEZC
"1-Battery out of 5 =4
2-camera quality 5=4
3- performance 5=5
4- display 5=5
Over all it's gaming phone😍",4,Wonderful,MOBGWMGBEVDXXEZC
Phone is perfect except battery performance battery drain very very fast,4,Value-for-money,MOBGWMGBEVDXXEZC
Good phone value for money,4,Nice product,MOBGWMGBEVDXXEZC
"Camera 4/5
Battery 1/5 : Worst battery so far in poco series. Requesting Poco to improve battery drainage in next hyper os update else product can be proved worst due to battery
Processing:4/5",2,Expected a better product,MOBGWMGBEVDXXEZC
The battery drains very fastly like a rocket. Only 10X zoom from the camera side. Highly contrast colors from the main camera side. Heating issues. Performance wise in the high end side. The display is also very good.,3,Just okay,MOBGWMGBEVDXXEZC
"After 10 days of usage:

The battery drains so fast, Charging is quick but the Draining issue has to be resolved.
Some people's faces were really yellowish. An update can fix them both. Otherwise fluid, sound quality is good, call quality is nice. 5G pakka... I am impressed",3,Fair,MOBGWMGBEVDXXEZC
Very good for gam,5,Classy product,MOBGWMGBEVDXXEZC
"I love this phone
But sometimes heated🔥
Overall good experience",5,Wonderful,MOBGWMGBEVDXXEZC
Very good product,5,Fabulous!,MOBGWMGBEVDXXEZC
Osm phone wow nice 🙂,5,Super!,MOBGWMGBEVDXXEZC
Best gaming phone in price segment 🔥🔥🚀.,5,Best in the market!,MOBGWMGBEVDXXEZC
For gaming 100% worthy,5,Just wow!,MOBGWMGBEVDXXEZC
If you want to feel premium touchscreen processor and awesome experience in games then go a head with this.,5,Excellent,MOBGWMGBEVDXXEZC
"After three months with the POCO X6 Pro, I'm thoroughly impressed by its capabilities, particularly when it comes to handling demanding mobile games like BGMI (Battlegrounds Mobile India). The device shines with its robust performance, thanks to its powerful processor and RAM, which ensure smooth, lag-free gameplay even during intense action scenes. The graphics are a high point with 90 fps.
The build quality of the POCO X6 Pro is solid, 😇😇😇😇😇😇",5,Simply awesome,MOBGWMGBEVDXXEZC
Yeah it's good,5,Worth every penny,MOBGWMGBEVDXXEZC
"Performance, Battery Backup, Display, Camera, Sound everything is Good.",5,Just wow!,MOBGWMGBEVDXXEZC
"Battery gives 6-6.5 hrs of back up after updatr
Display is gorgeous.
BGMI 90 FPS very smooth
But it heats a bit still it needs to be fixed.
Camera is very good don't listen to the paid youtubers after update the is way too good and videography is good too but lacks 4k 60 fps in main camera and lacks 4k on ftont cam.
Overall its a good phone",5,Great product,MOBGWMGBEVDXXEZC
After Update battery backup is awesome,5,Highly recommended,MOBGWMGBEVDXXEZC
"Excellent display with good colours and minimal bezels
Top-notch performance
Good main rear camera
Good and loud dual speakers
IR blaster

Poco has been making good phones for a while, especially in the budget and mid-range segment. The Poco X6 Pro is one such phone, and it's definitely going to rough some feathers in the mid-range segment. It reminds me of the Poco F1, which was an excellent first phone from the Xiaomi sub-brand. With the X6 Pro, you get features that are usually found on ph...
READ MORE",5,Worth every penny,MOBGWMGBEVDXXEZC
"BEST IN CLASS

IT IS A BEAST IN THE SEGMENT.
I AM AFFORD OF OTHERS REVIEW , BUT NOW I AM CLEAR .
My score for this PHONE : 10 out of 10
BATTERY HAS LITTLE DRAIN ISSUE but If turn on battery saver and ultra power saving mode it last till 1 to 2 days .
AND CHARGER HAS MANY FEATURES TO CHARGE SAFELY AND FASTLY AND IF YOU TURN ON THE HYPER BOOST CHARGING IT CHARGES MORE FASTER THAN NORMAL.",5,Classy product,MOBGWMGBEVDXXEZC
I'm using this mobile from last 20 days only one complain is hear that's battery drain fast and heating issue otherwise this mobile is beast under 25k please solve this problem with software updates,4,Fair,MOBGWMGBEVDXXEZC
The battery drains very fastly like a rocket. Only 10X zoom from the camera side. Highly contrast colors from the main camera side. Heating issues. Performance wise in the high end side. The display is also very good.,3,Just okay,MOBGWMGBEVDXXEZC
Best All rounder at this price range. Dimensity 8300 ultra is equal to 8 gen 2. Under 25k best option. Don't think go for it if you want to experience fast and long run device..,5,Great product,MOBGWMGBEVDXXEZC
Battery worst,3,Fair,MOBGWMGBEVDXXEZC
Battery draining fast with very normal use,4,Good,MOBGWMGBEVDXXEZC
"Awesome phone..! just go for it. battery is decent. otherwise display, performance,camera is best in this segment..!",4,Really Nice,MOBGWMGBEVDXXEZC
"It's Gas fam , straight GAS!!🔥🔥
The performance just doesn't dip no matter what, the battery is damn good, lasts nearly 12 hours of straight gaming ,
The display is just 😩 it's beautiful to look at ,
The dimensity 8300 ultra is a beast it almost out performing my friend's 8 gen 2",5,Fabulous!,MOBGWMGBEVDXXEZC
The only problem is the battery back up. Expected solution in the future updates.,4,Really Nice,MOBGWMGBEVDXXEZC
"Phone performance is awesome ,but battery drain issue found need to battery issue fix as soon as possible camera is average other phone functioning is best delivery is best on time",4,Very Good,MOBGWMGBEVDXXEZC
"i love it, the in hand feel, the look, the performance are just awesome. But the camera is way too poor, battery is also a little bit poor, overall its best for performance.",4,Really Nice,MOBGWMGBEVDXXEZC
Everything is good except the battery,4,Good quality product,MOBGWMGBEVDXXEZC
Good photo,4,Wonderful,MOBGWMGBEVDXXEZC
"I have purchased POCO X6 PRO
Here is my experience with this device
Camera is not so good and not so bad u can click nice pictures
Battery is also good as there is 67 watt fast charging.
Design is ok not best
The best part of this device is performance is awesome.
I am playing BGMI in this device the 90 FPS is just awesome no lag smooth experience .
Overall phone is good u can definitely purchase this device with no confusion.",4,Wonderful,MOBGWMGBEVDXXEZC
Good and smooth poco mobile but Heating problem,4,Good quality product,MOBGWMGBEVDXXEZC
Heats a lot faster due to absence of cooling technology,4,Pretty good,MOBGWMGBEVDXXEZC
"We Love but over heating issue. And we want update. Battery 🔋 so drain fast
. But a very good phone",4,Worth the money,MOBGWMGBEVDXXEZC
After Update battery backup is awesome,5,Highly recommended,MOBGWMGBEVDXXEZC
"Top notch performance and loved the 1.5K Amoled Display. But device heating up fast as i start using, even small apps usage also make phone heat about 40 C sometimes. Please fix this from software update soon as posible.",4,Worth the money,MOBGWMGBEVDXXEZC
The performance of the product is excellent. Display and gaming is the best phone. But the camera is average at this price. Battery life is low.,4,Wonderful,MOBGWMGBEVDXXEZC
"Works super fast even in battery saver mode.
Hyper OS is glitch free and smooth. Didn't see any hung or crash issues so far in 1 week.
Charging speed is very good. Just 15 mins of charge for one whole day.
5g speed is super cool.
Network preference options give the flexibility of choosing 5g automatically with the battery saver option.

Overall I am happy with the phones performance.",5,Best in the market!,MOBGWMGBEVDXXEZC
Very good performance this phone,4,Delightful,MOBGWMGBEVDXXEZC
"1-Battery out of 5 =4
2-camera quality 5=4
3- performance 5=5
4- display 5=5
Over all it's gaming phone😍",4,Wonderful,MOBGWMGBEVDXXEZC
Awesome mobile gaming performance high level camera medium overall good mobile,5,Just wow!,MOBGWMGBEVDXXEZC
"I was using an Iqoo 9 se phone, and sadly fell prey for overhype. The camera is way too bad there is no detailing at all, color looks dull and saturated. The display is not better than my earlier Iqoo 9 se. Again wait for Iqoo Neo 9 rather than buying this.",3,Just okay,MOBGWMGBEVDXXEZC
"Worth buying Heating issu but camera are good, design awesome, display is also good touch work perfectly",3,Decent product,MOBGWMGBEVDXXEZC
Best for gamers I'm fully satisfied,5,Wonderful,MOBGWMGBEVDXXEZC
The smoothness is next level... Dolby audio is perfect... Compared to Miui the animation in app opening and closing and the overall animation looks better in HyperOs..the mobile is light weight..the selfie cam should be optimised in the coming updates...,5,Brilliant,MOBGWMGBEVDXXEZC
Best Gaming phone under 25000. Thank You Flipkart,5,Excellent,MOBGWMGBEVDXXEZC
Good pride to by phone to offer to so much things at this prison Oliver good phone pass vesul,5,Worth every penny,MOBGWMGBEVDXXEZC
"Poco X6 Pro: Performance Leader in the Mid-Range
The Poco X6 Pro carves a niche for itself as a performance leader in the mid-range smartphone segment. Equipped with the MediaTek Dimensity 8300 Ultra processor and 8GB of RAM, it delivers exceptional fluidity for demanding applications and graphic-intensive games. This combination is particularly appealing for users who prioritize performance without breaking the bank.
Beyond Benchmarks
The Poco X6 Pro's strengths transcend its processing prow...
READ MORE",5,Brilliant,MOBGWMGBEVDXXEZC
I would like to say if the requirement is to watch movies it supports Dolby vision and the speaker is also good. For the camera as a primary purpose to buy I would suggest please do not go for it.Camera is not at all good.,4,Wonderful,MOBGWMGBEVDXXEZC
I love poco x6 pro ❤️👍,5,Must buy!,MOBGWMGBEVDXXEZC
Very good smart phone I love it,5,Awesome,MOBGWMGBEVDXXEZC
This is a good phone. But it has some heating issue,5,Great product,MOBGWMGBEVDXXEZC
Very bad battery health and,1,Terrible product,MOBGWMGBEVDXXEZC
Cool mobile for gaming in very low baget,5,Awesome,MOBGWMGBEVDXXEZC
"Fantastic phone, awesome performance and photo quality.",5,Super!,MOBGWMGBEVDXXEZC
Quickly Battery drain bed battery power,3,Just okay,MOBGWMGBEVDXXEZC
Need to increase cooling system,5,Worth every penny,MOBGWMGBEVDXXEZC
Pure Performance,5,Wonderful,MOBGWMGBEVDXXEZC
"Mast mobile I like very much the mobile is very strong. For gaming it is a strong mobile. I like the mobile very much. This camera result is good. Moreover, its design is also good and I like the mobile.",5,Terrific purchase,MOBGWMGBEVDXXEZC
War,1,Useless product,MOBGWMGBEVDXXEZC
Best gaming phone under 25k,5,Great product,MOBGWMGBEVDXXEZC
I love this poco x6 pro,5,Classy product,MOBGWMGBEVDXXEZC
Very good phone but not for everyone..1.it's dedicated to some people..who want some performance and fast storage and ram...2.camera is well.i suggest to use gcam and see the magic...it's very good..3.screen is top notch with Dolby vision and HDR 10 plus...4.speakers are loud and crisp..with Dolby Atmos very nice ...5.battery department need some updates as I had to charge it 2 times a day normally..but it charges quickly so no problem is there...at this price...get this,4,Good choice,MOBGWMGBEVDXXEZC
Hyper OS has lots of minor bugs in the UI.,4,Good choice,MOBGWMGBEVDXXEZC
over heating and no battery backup,1,Hated it! no battery back up,MOBGWMGBEVDXXEZC
